Function Name, Cumulative Stack Size, Branch Type
"clip_gains",0,Closed
"close_connection",0,Closed
"cmn1x_compute_signal",0,Closed
"cmn1x_hamming_window",0,Closed
"cmn1x_interpolate_lsp",0,Closed
"cmn1x_lpc2pq",0,Closed
"cmn1x_polynomial_eval",0,Closed
"cng_get_struct_size",0,Closed
"cng_init_params",0,Closed
"cod7_35_stage3_srch",0,Closed
"cod7p35_srchMaxIdxs",0,Closed
"cod7p35wb_buildD2Sign",0,Closed
"cod7p35wb_calcRR0",0,Closed
"compare",0,Closed
"compare",0,Closed
"compressor_calcscale",0,Closed
"compute_drc_gain",0,Closed
"configure_adv_syscfg",0,Closed
"copy_request_status_to_user",0,Closed
"coreUtils_Q_Check",0,Closed
"coreUtils_Q_Delete",0,Closed
"coreUtils_Q_Init",0,Closed
"coreUtils_Q_Link",0,Closed
"coreUtils_Q_Next",0,Closed
"coreUtils_Q_Put",0,Closed
"cpDkTCUEUXjCqTmaHTFFa",0,Closed
"cpuVddLPR_clkGateExit",0,Closed
"creal",0,Closed
"creall",0,Closed
"create_qdouble",0,Closed
"create_qdouble_li",0,Closed
"cross_fade_init_default",0,Closed
"cti_read_imem",0,Closed
"cti_read_registers",0,Closed
"ctm_Shortint_fifo_reset",0,Closed
"ctm_calc_mute_positions",0,Closed
"ctm_conv_encoder_exec",0,Closed
"ctm_conv_encoder_reset",0,Closed
"ctm_convertChar2UCScode",0,Closed
"ctm_convertUCScode2char",0,Closed
"ctm_deinit_deinterleaver",0,Closed
"ctm_deinit_interleaver",0,Closed
"ctm_diag_deinterleaver",0,Closed
"ctm_diag_interleaver",0,Closed
"ctm_diag_interleaver_flush",0,Closed
"ctm_distance",0,Closed
"ctm_generate_scrambling_sequence",0,Closed
"ctm_ho_bit_buffer_put",0,Closed
"ctm_iir_filt3",0,Closed
"ctm_iir_filt3_noinput",0,Closed
"ctm_init_baudot_tonedemod",0,Closed
"ctm_init_deinterleaver",0,Closed
"ctm_mutingRequired",0,Closed
"ctm_reinit_deinterleaver",0,Closed
"ctm_reinit_wait_for_sync",0,Closed
"ctm_shift_deinterleaver",0,Closed
"ctm_sin_fip",0,Closed
"ctm_sin_fip2047",0,Closed
"ctm_viterbi_reinit",0,Closed
"ctmrx_get_struct_size",0,Closed
"ctmtx_get_struct_size",0,Closed
"ctmtx_is_in_figs_mode",0,Closed
"custom_coeff_config",0,Closed
"cvd_cal_get_entry_info",0,Closed
"cvd_cal_nonlinear_search_eval_index_mem_size",0,Closed
"cvd_cal_reorder_key",0,Closed
"cvd_devcfg_parser_deinit",0,Closed
"cvd_devcfg_parser_get_mmpm_core_info",0,Closed
"cvp_is_reinit_required",0,Closed
"cvp_volume_level_query_cb_fn",0,Closed
"cvs_pktexg_mailbox_get_max_pkt_size",0,Closed
"d2qd",0,Closed
"dDBkTVhdwCX_UdnjCod2_8XVCCsUqUJtqOV4C82GztPECVZ4aF6CHPmgQmaHJ",0,Closed
"dDkTC7Tf472nmTPHHP8a",0,Closed
"dHtaTjtTK3TapH",0,Closed
"dXtCVavTXf4nXTaUtnC6",0,Closed
"dXtVavTXf4nXTaUtnC6",0,Closed
"dadd",0,Closed
"dadd_asm",0,Closed
"dak_appi_is_in_cache_full",0,Closed
"dak_appi_is_out_cache_empty",0,Closed
"dak_appi_map_sample_rate_idx_to_val",0,Closed
"dal_fwd_invoker",0,Closed
"dbg_transport_lock",0,Closed
"dbg_transport_unlock",0,Closed
"dbgr_platform_init_transport",0,Closed
"de_channel_change",0,Closed
"de_compr_set_amount",0,Closed
"de_compr_state_clear",0,Closed
"de_compr_state_init",0,Closed
"de_duck_set_amount",0,Closed
"de_hiss_init",0,Closed
"de_hiss_process",0,Closed
"de_pow_smooth_init",0,Closed
"de_set_ducking",0,Closed
"de_speech_clear",0,Closed
"de_speech_init",0,Closed
"de_stereo_clear",0,Closed
"de_stereo_init",0,Closed
"de_stereo_process",0,Closed
"debug_msg_print",0,Closed
"debug_session_handle_continue",0,Closed
"debug_session_handle_trap",0,Closed
"debugger_isdb_check",0,Closed
"declick_fxdetect",0,Closed
"decoder_homing_frame_test",0,Closed
"decoder_homing_frame_test_first",0,Closed
"default_compare",0,Closed
"deinterleaver_16",0,Closed
"delayline32_inplace_delay",0,Closed
"delayline_copy",0,Closed
"delayline_reset",0,Closed
"delayline_set",0,Closed
"dhsTFAFjpTYCHl2VECoa2n4",0,Closed
"diag_allow_sleep",0,Closed
"diag_control_sleep_voting",0,Closed
"diag_drain_timer_enabled",0,Closed
"diag_f3_trace_init_configs",0,Closed
"diag_f3_trace_to_buffer",0,Closed
"diag_forbid_sleep",0,Closed
"diag_init_feature_mask",0,Closed
"diag_io_detect_connection",0,Closed
"diag_kick_watchdog",0,Closed
"diag_offline",0,Closed
"diag_searchlist_search",0,Closed
"diag_sleep_init",0,Closed
"diag_sleep_vote",0,Closed
"diag_stm_alloc",0,Recursive
"diag_stm_free",0,Recursive
"diag_strlcpy",0,Closed
"diagbuf_clear",0,Closed
"diagbuf_ctrl_commit_threshold",0,Closed
"diagbuf_ctrl_tx_sleep_parameters",0,Closed
"diagbuf_get_alloc_count_f3",0,Closed
"diagbuf_get_alloc_count_log",0,Closed
"diagbuf_get_drop_count_f3",0,Closed
"diagbuf_get_drop_count_log",0,Closed
"diagbuf_incr_dsm_chained_count",0,Closed
"diagbuf_incr_dsm_count",0,Closed
"diagbuf_read_stream_id",0,Closed
"diagbuf_register_outbound_pkt_handler",0,Closed
"diagbuf_reset_drop_count_f3",0,Closed
"diagbuf_reset_drop_count_log",0,Closed
"diagbuf_set_bit_outbound_pkt_handler",0,Closed
"diagbuf_tx_sleep_parameters_set",0,Closed
"diagbuf_write_stream_id",0,Closed
"diagcomm_connect_state",0,Closed
"diagcomm_ctrl_channel_status",0,Closed
"diagcomm_ctrl_port_id",0,Closed
"diagcomm_ctrl_status",0,Closed
"diagcomm_get_flow_ctrl_count",0,Closed
"diagcomm_get_rx_wmq_cnt",0,Closed
"diagcomm_incr_flow_ctrl_count",0,Closed
"diagcomm_incr_wmq_flow_ctrl_count",0,Closed
"diagcomm_io_disable_flow",0,Closed
"diagcomm_io_enable_flow",0,Closed
"diagcomm_io_flush_tx",0,Closed
"diagcomm_io_set_port",0,Closed
"diagcomm_io_status",0,Closed
"diagcomm_is_ondevice_mode",0,Closed
"diagcomm_register_inbound",0,Closed
"diagcomm_reset_flow_ctrl_count",0,Closed
"diagcomm_sio_ctrl_tx_dsm_high_mem_event_cb",0,Closed
"diagcomm_sio_flow_enabled",0,Closed
"diagcomm_sio_tx_wmq_flow_enabled",0,Closed
"diagcomm_smd_conn_changed",0,Closed
"diagcomm_status",0,Closed
"diagdiag_is_valid_reg_tbl_cmd",0,Closed
"diagpkt_ctrl_get_msg_type",0,Closed
"diagpkt_get_alloc_count_delay",0,Closed
"diagpkt_get_cmd_code",0,Closed
"diagpkt_get_drop_count_delay",0,Closed
"diagpkt_get_reg_cmd_count",0,Closed
"diagpkt_get_reg_tbl_pkt_length",0,Closed
"diagpkt_init_manual_dispatch_table",0,Closed
"diagpkt_reset_drop_count_delay",0,Closed
"diagpkt_set_cmd_code",0,Closed
"diagpkt_shorten",0,Closed
"diagpkt_subsys_get_cmd_code",0,Closed
"diagpkt_subsys_get_id",0,Closed
"diagpkt_with_delay",0,Closed
"disable_mmu",0,Closed
"divide_int32",0,Closed
"divide_int32_qx",0,Closed
"dkTzFAYTrFshTF_HFCCUyCtc8n2UF2VCTLHDT6a9mh0zFATTrFsHTZ_bTo2",0,Closed
"dladdr",0,Closed
"dlb_hcqmf_2mix2_gggg",0,Closed
"dlb_hcqmf_add",0,Closed
"dlb_hcqmf_add_inplace",0,Closed
"dlb_hcqmf_delay_read_clear",0,Closed
"dlb_hcqmf_delay_read_direct",0,Closed
"dlb_hcqmf_delay_write_direct",0,Closed
"dlb_hcqmf_mix_gg",0,Closed
"dlb_hcqmf_scale_c",0,Closed
"dlb_hcqmf_scale_c_set_coef",0,Closed
"dlb_hcqmf_scale_f",0,Closed
"dlb_hcqmf_scale_f_inplace",0,Closed
"dlb_hcqmf_scale_g",0,Closed
"dlb_hcqmf_scale_g_inplace",0,Closed
"dlb_hcqmf_scale_shl_g",0,Closed
"dlb_hcqmf_shl_g",0,Closed
"dlb_hcqmf_shl_g_inplace",0,Closed
"dlb_hcqmf_shr_g",0,Closed
"dlb_hcqmf_shr_g_inplace",0,Closed
"dlb_hcqmf_sub",0,Closed
"dlb_hcqmf_sub_inplace",0,Closed
"dlb_linex_mpy",0,Closed
"dlb_polylog_log",0,Closed
"dlb_polylog_pow",0,Closed
"dlb_scalar_avg_filter_clear",0,Closed
"dlb_scalar_avg_filter_run",0,Closed
"dlclose",0,Closed
"dlerror",0,Closed
"dlinitex",0,Closed
"dlinitex_pie",0,Closed
"dlopen",0,Closed
"dlsym",0,Closed
"dml_q_check",0,Closed
"dml_q_delete",0,Closed
"dml_q_get",0,Closed
"dml_q_init",0,Closed
"dml_q_insert",0,Closed
"dml_q_last_check",0,Closed
"dml_q_link",0,Closed
"dml_q_put",0,Closed
"dmpy",0,Closed
"dmpy_asm",0,Closed
"do_dtmf_debounce",0,Closed
"dog_hb_root_init",0,Closed
"dog_sw_root_init",0,Closed
"dotProduct",0,Closed
"dotProduct_unalignY",0,Closed
"drc_get_mem_req",0,Closed
"drc_processing_mode",0,Closed
"drecip",0,Closed
"drecipsqrt",0,Closed
"ds1_mpi_cmp_ds1_mpi",0,Closed
"ds1_mpi_init",0,Closed
"ds1_mpi_msb",0,Closed
"ds1_mpi_shift_r",0,Closed
"ds1_mpi_size",0,Closed
"ds1_sha1_starts",0,Closed
"ds1ap_is_mixed_stereo_possible",0,Closed
"dsm_length_packet",0,Closed
"dspcache_box_dczeroa",0,Closed
"dspcache_box_l2fetch",0,Closed
"dspcache_linear_dczeroa",0,Closed
"dspcache_linear_l2fetch",0,Closed
"dsplib_approx_divide",0,Closed
"dsplib_approx_invert",0,Closed
"dsplib_approx_invert_simple",0,Closed
"dsplib_exp10",0,Closed
"dsplib_inv_sqrt_lut",0,Closed
"dsplib_invert",0,Closed
"dsplib_log10",0,Closed
"dsplib_newtons_invert",0,Closed
"dsplib_sqrt_lut",0,Closed
"dsub",0,Closed
"dsub_asm",0,Closed
"dtmf_continue_tone",0,Closed
"dtmf_det_init",0,Closed
"dtmf_det_init_default",0,Closed
"dtmf_detect_function_6",0,Closed
"dtmf_detect_writeflag",0,Closed
"dts_hpx_get_size_of_api_payload",0,Closed
"dts_hpx_setup_buffer_pointers",0,Closed
"dv_get_agc_db",0,Closed
"dv_rate_code",0,Closed
"dv_rate_hz",0,Closed
"dv_rate_to_index",0,Closed
"dv_set_analog_volume",0,Closed
"dv_set_data",0,Closed
"dv_set_digital_volume",0,Closed
"dv_set_leveler_enable",0,Closed
"dv_set_modeler_enable",0,Closed
"dv_set_n_channels",0,Closed
"dv_set_output_leveler_target",0,Closed
"dv_set_reset_now",0,Closed
"dvlim_get_boost",0,Closed
"dvlim_get_hard_clip",0,Closed
"dvlim_get_limiter_gain",0,Closed
"dvlim_get_peak",0,Closed
"dvlim_get_smoothed_gain",0,Closed
"dvlim_get_smoothed_gain_alpha",0,Closed
"dvlim_get_target_gain",0,Closed
"dvlim_init_smoothed_gain",0,Closed
"dvlim_query_memory",0,Closed
"dvlim_reset_smoothed_gain",0,Closed
"dvlim_set_block_size",0,Closed
"dvlim_set_boost",0,Closed
"dvlim_set_num_channels",0,Closed
"dvlim_set_peak",0,Closed
"dvlim_set_sample_rate",0,Closed
"dvlim_set_target_gain",0,Closed
"dvs_query_headroom",0,Closed
"dvs_query_output_channels",0,Closed
"dvs_restore_low_bands",0,Closed
"dvsq_error_code_map",0,Closed
"dynamic_eq_set_amount",0,Closed
"dynamic_eq_set_enable",0,Closed
"dynconfig_ctor",0,Closed
"e3kTmnCqC9IntXCVaEaPsUw2aytC3hCPmDnOo8UcVZ2bPXHC6PmP",0,Closed
"eDkTVv4FzPXX6FfyHX228Gm40tBUZV32zjdOOTFgSrusBBlSOZTrTZjAFDQa",0,Closed
"e_postupdate",0,Closed
"e_preupdate",0,Closed
"e_reset",0,Closed
"eamr_qdsp_format_unpack",0,Closed
"eamr_sid_sync",0,Closed
"eamr_sid_sync_reset",0,Closed
"eamr_sup_rx_order",0,Closed
"eamr_sup_tx_order",0,Closed
"eamrsup_if2_rx_order",0,Closed
"eamrsup_if2_tx_order",0,Closed
"eans_BlockFill16",0,Closed
"eans_BlockSmooth16_iq0",0,Closed
"eans_BlockSmooth16_iq2_vad",0,Closed
"eans_EnergySpectrum",0,Closed
"eans_abs1_32",0,Closed
"eans_avad1_init",0,Closed
"eans_avad_hangover",0,Closed
"eans_blk_pwr_compute",0,Closed
"eans_comfortnoise_gen",0,Closed
"eans_compress_spectrum16",0,Closed
"eans_decompress_spectrum16",0,Closed
"eans_divide_dp_fix",0,Closed
"eans_divide_dp_fix_normalized",0,Closed
"eans_exp_compute",0,Closed
"eans_init_single_band_ns_with_vad",0,Closed
"eans_pwr_smooth",0,Closed
"eans_pwr_smooth_iq",0,Closed
"eans_sqrt_compute",0,Closed
"eans_update_counter",0,Closed
"eans_wb_init",0,Closed
"ec_get_lib_parameters_size",0,Closed
"ec_get_lib_static_size",0,Closed
"ec_get_taps_ptr_len",0,Closed
"ec_rx_close",0,Closed
"ec_rx_get_parameters_size",0,Closed
"ec_rx_get_static_size",0,Closed
"ec_rx_set_sample_slip",0,Closed
"ec_set_tx_sample_slip",0,Closed
"efr_Bits2prm_12k2",0,Closed
"efr_CN_encoding",0,Closed
"efr_Copy",0,Closed
"efr_Dec_lag6",0,Closed
"efr_Enc_lag6",0,Closed
"efr_Init_Pre_Process",0,Closed
"efr_Interpol_6",0,Closed
"efr_Inv_sqrt",0,Closed
"efr_L_Comp",0,Closed
"efr_L_add_c",0,Closed
"efr_L_macNs",0,Closed
"efr_L_shr_r",0,Closed
"efr_Log2",0,Closed
"efr_Lsf_lsp",0,Closed
"efr_Lsf_wt",0,Closed
"efr_Lsp_lsf",0,Closed
"efr_Mpy_32",0,Closed
"efr_Mpy_32_16",0,Closed
"efr_Pow2",0,Closed
"efr_Pred_lt_6",0,Closed
"efr_Prm2bits_12k2",0,Closed
"efr_Reorder_lsf",0,Closed
"efr_Set_zero",0,Closed
"efr_aver_gain_code_history",0,Closed
"efr_aver_lsf_history",0,Closed
"efr_build_CN_code",0,Closed
"efr_compute_CN_excitation_gain",0,Closed
"efr_dec_10i40_35bits",0,Closed
"efr_decoder_homing_frame_test",0,Closed
"efr_encoder_homing_frame_test",0,Closed
"efr_energy_computation",0,Closed
"efr_interpolate_CN_lsf",0,Closed
"efr_interpolate_CN_param",0,Closed
"efr_periodicity_update",0,Closed
"efr_preemphasis",0,Closed
"efr_q_gain_pitch",0,Closed
"efr_reset_rx_dtx",0,Closed
"efr_reset_tx_dtx",0,Closed
"efr_rx_dtx",0,Closed
"efr_sid_codeword_encoding",0,Closed
"efr_sid_frame_detection",0,Closed
"efr_threshold_adaptation",0,Closed
"efr_tx_dtx",0,Closed
"efr_update_gain_code_history_rx",0,Closed
"efr_update_gain_code_history_tx",0,Closed
"efr_update_gcode0_CN",0,Closed
"efr_update_lsf_history",0,Closed
"efr_update_lsf_p_CN",0,Closed
"efr_vad_reset",0,Closed
"egq_setup",0,Closed
"ekTCXaSCaAHSeOmXaS4FVmqDODHqCtnS4JV",0,Closed
"elite_msg_convt_buf_node_to_msg",0,Closed
"empty_func",0,Closed
"empty_func",0,Closed
"enable_mmu",0,Closed
"equalizer_load_preset",0,Closed
"err_crash_cb_register",0,Closed
"err_put_log",0,Closed
"event_ctrl_report_size",0,Closed
"event_get_alloc_count_event",0,Closed
"event_get_drop_count_event",0,Closed
"event_read_stream_id",0,Closed
"event_reset_drop_count_event",0,Closed
"evrc_bandwidth_expand_lpcs",0,Closed
"evrc_bit_pack",0,Closed
"evrc_bwe_lpc_sp",0,Closed
"evrc_check_illegal_rate_transition",0,Closed
"evrc_combine_acb_fcb",0,Closed
"evrc_construct_delay_contour_enc",0,Closed
"evrc_dec_clean_up",0,Closed
"evrc_decoder_gain_adjust",0,Closed
"evrc_double_pulse_pack",0,Closed
"evrc_find_maximum",0,Closed
"evrc_flush_pack",0,Closed
"evrc_init_dec",0,Closed
"evrc_init_dec_illegal_rate_transition",0,Closed
"evrc_init_enc",0,Closed
"evrc_init_pack",0,Closed
"evrc_interpol_delay",0,Closed
"evrc_log10_3term",0,Closed
"evrc_log2",0,Closed
"evrc_log_3term",0,Closed
"evrc_pitch_pre_filter",0,Closed
"evrc_repacking_mvs_to_dsp",0,Closed
"evrc_set_enc_params",0,Closed
"evrc_signed_32_div_16",0,Closed
"evrc_square_root",0,Closed
"evrc_taylor_sqroot",0,Closed
"evrc_unpack_full_rate",0,Closed
"evrc_unpack_half_rate",0,Closed
"evrc_unpack_one_eigth_rate",0,Closed
"evrc_update_rcelp_shift",0,Closed
"exp10_fixed",0,Closed
"exponential_average_real_v2",0,Closed
"f0DkTHTq74X82m4TVD3DD4f7Kq8TX32VHTD4a",0,Closed
"f0DkTaTU7hTaIPHTn8HPP",0,Closed
"f8T77Tq343H2X4TVK",0,Closed
"f8T77Tq34DH2X4TVe",0,Closed
"f8T77Tq34eH2X4TVp",0,Closed
"f8T77Tq34pH2X4TVY",0,Closed
"fAFFuVT629rU2wn9",0,Closed
"fAFFuVT629rU2wn9hUHTT6a9",0,Closed
"fAFFuVT6M9TUUzYh",0,Closed
"fAFFuVT6M9TUUzYhhUHTT6a9",0,Closed
"fAFFuVT6R9TUCHlVC8aXC7jPhUHTT6a9",0,Closed
"fAFFuVT6Z9TUCHF82h8HltH4",0,Closed
"fAFFuVT6Z9TUCHF82h8HltH4hUHTT6a9",0,Closed
"fAFFuVT6Z9TUCHl82h8HltH4hUHTT6a9",0,Closed
"fAFFuVT6j9TUCHl2VECoa2n4",0,Closed
"fAFFuVT6j9TUCHl2VECoa2n4hUHTT6a9",0,Closed
"fAFFuVT6r9TUCHFzP_Qsto4C",0,Closed
"fAFFuVT6r9TUCHFzP_Qsto4ChUHTT6a9",0,Closed
"fAFFuVT6r9TUCHFzP_js7CCSUUC4C4hCPHQ4to4ChUHTT6a9",0,Closed
"fAFFuVT6r9TUCHFzn_AsqCCCCXC4C7jP",0,Closed
"fAFFuVT6s9TUCHlhojCqHZqb",0,Closed
"fAFFuVT6u9TUCHl2oCFUUZnb",0,Closed
"fAFFuVT6z9TUCHFv2tahlta4",0,Closed
"fAFFuVT6z9TUCHFv2tahlta4hUHTT6a9",0,Closed
"fAFFuVT6z9TUCHlv2tahlta4hUHTT6a9",0,Closed
"fCnH4U2o2Ba",0,Closed
"fGTj74CTttCKHTapH",0,Closed
"fHC8hVVhT4",0,Closed
"fHCaCVnn2hhtnTCaCC4ToPtU",0,Closed
"fHCaCVnnGhhtnTCCJThHntta",0,Closed
"fHCaCVnnGhhtnTCCnT6HtUCVCJTVHHt4",0,Closed
"fHTj7atTdtTK3TapH",0,Closed
"fHhU2TTU7D",0,Closed
"fVUTJ24TD93",0,Closed
"fVjXPtXtt4zACUP",0,Closed
"fVuTFAFHU96FCTFUFdAwV_C",0,Closed
"fVuTFAFHU96FCTFUFdAwV_ChUHTT6a9",0,Closed
"fVuTFAFHU96FCTS2h84ltH4",0,Closed
"fVuTFAFHU96FCTS2h84ltH4hUHTT6a9",0,Closed
"fVuTFAFHU96FCT_PqQCto4C",0,Closed
"fVuTFAFHU96FCT_PqQCto4ChUHTT6a9",0,Closed
"fVuTFAFHU96FCTrCs_zC7jP",0,Closed
"fVuTFAFHU96FCTrCs_zC7jPhUHTT6a9",0,Closed
"fVuTFAFHU96lCTS2h84ltH4hUHTT6a9",0,Closed
"fVuTFAFHU96lCT_PqQCto4ChUHTT6a9",0,Closed
"fVuTFAFHU96lCTsPqQhto4ChUHTT6a9",0,Closed
"fWBkT3tTJHUaDCn7hCaAHC84AC7jPmHtFCQHB8TDFOciUXVZ2bCoHnCX_UCVQ",0,Closed
"fWBkTDtTJHUadojkGrtjPmS4CHQ2BXTDF_CiVoCnUPVltHFHP8XnQ",0,Closed
"fWBkTDtTJHUaePCHatPwV2R8XXH4V7aQ4RmmbTmRQFp7Q",0,Closed
"fWBkTDtTJHUaiC8UtXlCH48JB6tO4mPaCm7QH",0,Closed
"fWBkTDtTJHUapKn7hRrR_BrQOPPmF_D3TqHR24CXn2VHQ",0,Closed
"fYDkThTU7hTaV0DpfIDTP",0,Closed
"fabs",0,Closed
"fabsf",0,Closed
"fabsl",0,Closed
"fast2_d2qd",0,Closed
"fast2_d2qld",0,Closed
"fast2_dadd",0,Closed
"fast2_dadd_asm",0,Closed
"fast2_dmpy",0,Closed
"fast2_dmpy_asm",0,Closed
"fast2_drecip",0,Closed
"fast2_drecipsqrt",0,Closed
"fast2_dsub",0,Closed
"fast2_dsub_asm",0,Closed
"fast2_f2qd",0,Closed
"fast2_f2qd_asm",0,Closed
"fast2_ldadd",0,Closed
"fast2_ldadd_asm",0,Closed
"fast2_ldmpy",0,Closed
"fast2_ldmpy_asm",0,Closed
"fast2_ldrecipsqrt",0,Closed
"fast2_ldsub",0,Closed
"fast2_ldsub_asm",0,Closed
"fast2_qd2f",0,Closed
"fast2_qd2f_asm",0,Closed
"fast2_qld2d",0,Closed
"fast_atan2_computations",0,Closed
"fbsp_acm_update_data_from_bypass",0,Closed
"fbsp_acm_update_data_from_startup_config_param",0,Closed
"fbsp_c32_cmult_c32_c32",0,Closed
"fbsp_c32_cmult_j_c32",0,Closed
"fbsp_c32_cmultr_c32_s32_shift",0,Closed
"fbsp_c32_rmult_c32_s32",0,Closed
"fbsp_ex_rx_compute_joint_gain",0,Closed
"fbsp_ex_rx_compute_peak_amplitude",0,Closed
"fbsp_ex_rx_copy_cxdata",0,Closed
"fbsp_ex_rx_downsample",0,Closed
"fbsp_ex_rx_ola_ds",0,Closed
"fbsp_ex_rx_update_data_from_bypass",0,Closed
"fbsp_ex_vi_peak_picking",0,Closed
"fbsp_fir_zero_state_response_c16xd16",0,Closed
"fbsp_perm_mtrx_vector_mult_m16xv32",0,Closed
"fbsp_rx_detect_pilot_tone_state",0,Closed
"fbsp_rx_update_pilot",0,Closed
"fbsp_s32_cmod_c32_shift",0,Closed
"fbsp_s32_mult_s32_s32",0,Closed
"fbsp_s32_mult_s32_s32_shift",0,Closed
"fbsp_s32_mult_u32_u32",0,Closed
"fbsp_s32_truncate_s64",0,Closed
"fbsp_tdf2_simp_init",0,Closed
"fbsp_th_rx_link_channels",0,Closed
"fbsp_th_rx_update_data_from_bypass",0,Closed
"fbsp_th_vi_1_channel_update_spkr_data_r0t0",0,Closed
"fbsp_th_vi_get_param",0,Closed
"fdDkTTTJ7PH8nmatTaaHa",0,Closed
"fe_elliptic_filter_init",0,Closed
"fe_slope_filter_init",0,Closed
"fegetenv",0,Closed
"ffr_Integer_Mult",0,Closed
"ffr_Integer_Mult16x16",0,Closed
"ffr_add_MantExp",0,Closed
"ffr_divide_MantExp",0,Closed
"ffr_getScalefactorOfShortVector",0,Closed
"ffr_getScalefactorOfShortVectorStride",0,Closed
"ffr_getScalefactorOfWord32Vector",0,Closed
"ffr_iLog4",0,Closed
"ffr_scaleShortVector",0,Closed
"ffr_scaleWord32Vector",0,Closed
"ffr_sqrt",0,Closed
"ffr_sqrt_MantExp",0,Closed
"ffs",0,Closed
"findAdsppmHandle",0,Closed
"findLargestBlockSize",0,Closed
"findReqMgrHandle",0,Closed
"find_bn_MSB1",0,Closed
"find_exact_freq",0,Closed
"find_freq",0,Closed
"find_service",0,Closed
"find_txn",0,Closed
"fir_c16xd32",0,Closed
"fir_reset",0,Closed
"fir_reset1",0,Closed
"fir_reset_v1",0,Closed
"flags_to_intmask",0,Closed
"flags_to_intmask",0,Closed
"flu_getWindScore",0,Closed
"flu_get_hvad_taps_ptr_len",0,Closed
"flu_get_taps_ptr_len",0,Closed
"flu_init_vp3",0,Closed
"flu_lib_default_par",0,Closed
"flu_lib_tx_set_sample_slip",0,Closed
"flu_library_close",0,Closed
"fmaf",0,Closed
"fmaxf",0,Closed
"fminf",0,Closed
"fnVR7HnUtz2Badq4TJhTU",0,Closed
"fndppf_decimate",0,Closed
"fp_check_special_cases",0,Closed
"frac_div_32",0,Closed
"frac_div_32_dynamic_resampler",0,Closed
"fxp_inv_32",0,Closed
"g711_Inv_sqrt",0,Closed
"g711_L_Comp",0,Closed
"g711_L_extract",0,Closed
"g711_Mpy_32",0,Closed
"g711_Mpy_32_16",0,Closed
"g711_alaw_compress",0,Closed
"g711_alaw_expand",0,Closed
"g711_calc_RCoeff",0,Closed
"g711_copy",0,Closed
"g711_extract_cng",0,Closed
"g711_init_cod_cng",0,Closed
"g711_init_pre_process",0,Closed
"g711_log2",0,Closed
"g711_lsp_lsf",0,Closed
"g711_pow2",0,Closed
"g711_pre_process",0,Closed
"g711_random",0,Closed
"g711_rfc2lpc",0,Closed
"g711_set_zero",0,Closed
"g711_sqrt",0,Closed
"g711_ulaw_compress",0,Closed
"g711_ulaw_expand",0,Closed
"g711enc_L_add_OVF",0,Closed
"g711enc_L_mult_OVF",0,Closed
"g711enc_L_shl_OVF",0,Recursive
"g711enc_L_shr_OVF",0,Recursive
"g711enc_L_sub_OVF",0,Closed
"g711enc_add_OVF",0,Closed
"g711enc_sature_OVF",0,Closed
"g711enc_shl_OVF",0,Recursive
"g711enc_shr_OVF",0,Recursive
"g711enc_sub_OVF",0,Closed
"g711plc_zeros",0,Closed
"g729a_Chebps10",0,Closed
"g729a_Chebps11",0,Closed
"g729a_CheckParityPitch",0,Closed
"g729a_Copy",0,Closed
"g729a_CorrXY2",0,Closed
"g729a_DecLag3",0,Closed
"g729a_DotProduct",0,Closed
"g729a_EncLag3",0,Closed
"g729a_GainUpdateErasure",0,Closed
"g729a_GbkPresel",0,Closed
"g729a_GetLspPol",0,Closed
"g729a_InitExcErr",0,Closed
"g729a_InitPostProcess",0,Closed
"g729a_InitPreProcess",0,Closed
"g729a_InvSqrt",0,Closed
"g729a_L_shr_r",0,Closed
"g729a_Log2",0,Closed
"g729a_LsfLsp2",0,Closed
"g729a_LspExpand1",0,Closed
"g729a_LspExpand12",0,Closed
"g729a_LspExpand2",0,Closed
"g729a_LspLsf",0,Closed
"g729a_LspLsf2",0,Closed
"g729a_LspPreSelect",0,Closed
"g729a_LspPrevCompose",0,Closed
"g729a_LspPrevExtract",0,Closed
"g729a_LspStability",0,Closed
"g729a_Pack",0,Closed
"g729a_ParityPitch",0,Closed
"g729a_Pow2",0,Closed
"g729a_Random",0,Closed
"g729a_SatureCheck",0,Closed
"g729a_SatureReset",0,Closed
"g729a_SetZero",0,Closed
"g729a_TestErr",0,Closed
"g729a_UpdateExcErr",0,Closed
"g729a_WeightAz",0,Closed
"g729a_get_g729a_dec_com_struct_size",0,Closed
"g729a_get_g729a_dec_struct_size",0,Closed
"g729a_get_g729a_enc_com_struct_size",0,Closed
"g729a_get_g729a_enc_struct_size",0,Closed
"g729a_mpy_32",0,Closed
"g729ab_Calc_RCoeff.isra.2",0,Closed
"g729ab_Init_Cod_cng",0,Closed
"gain_calc_downmix_scale",0,Closed
"gain_handle_ldn_overflow",0,Closed
"gain_ramping_init_default",0,Closed
"genericresampler24src_convert_return_type",0,Closed
"getRequestDataSize",0,Closed
"getSpEngyFromResAmp_core",0,Closed
"get_amr_wb_dec_struct_size",0,Closed
"get_amr_wb_enc_struct_size",0,Closed
"get_client_table",0,Closed
"get_dnsampler_filter_mem_state_size",0,Closed
"get_ds1_license_ptr",0,Closed
"get_ds1_license_size",0,Closed
"get_ds1_manufacture_id",0,Closed
"get_dts_hpx_library_description_str_length",0,Closed
